nome_medico,endereco,cidade,estado,pais,cep,latitude,longitude,especialidade,planos_aceitos,bairro
Dr(a). João Costa,"Campo Rafael Cardoso, 27, Goiania",São Paulo,SP,Brasil,19244-201,-23.508574180738446,-46.66780650286661,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Goiania
Dr(a). Théo Cardoso,"Via Rios, 30, Paquetá",São Paulo,SP,Brasil,31367-006,-23.59089236528525,-46.772169464158075,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Paquetá
Dr(a). Mathias Silva,"Viela de Pastor, 18, Leonina",São Paulo,SP,Brasil,31919-841,-23.5455962445942,-46.778508318345175,Dermatologia,"[""Ouro"",""Diamante""]",Leonina
Dr(a). Rebeca da Cunha,"Sítio de da Paz, 23, Virgínia",São Paulo,SP,Brasil,65386-506,-23.503255311158988,-46.62531964342586,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Virgínia
Dr(a). Luiz Felipe Ribeiro,"Trecho Josué Farias, 8, Ventosa",São Paulo,SP,Brasil,68899000,-23.51576245378938,-46.78167516934694,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Ventosa
Dr(a). Vinicius Vasconcelos,"Travessa Rocha, 8, Santa Amelia",São Paulo,SP,Brasil,43041369,-23.50302196522162,-46.731519001028694,Cardiologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Santa Amelia
Dr(a). Arthur Gabriel Gomes,"Trecho Felipe Dias, 91, Leonina",São Paulo,SP,Brasil,48576950,-23.567753080473913,-46.63153675108901,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Leonina
Dr(a). Juliana das Neves,"Rua Isabelly da Mata, 8, Vila Minaslandia",São Paulo,SP,Brasil,19494682,-23.559159180258543,-46.726014963442914,Pediatria,"[""Prata"",""Ouro"",""Diamante""]",Vila Minaslandia
Dr(a). Davi Mendes,"Ladeira Alexia Cardoso, 4, Cidade Jardim Taquaril",São Paulo,SP,Brasil,66494-045,-23.525765598426492,-46.66717837483681,Cardiologia,"[""Ouro"",""Diamante""]",Cidade Jardim Taquaril
Dr(a). Ana Clara Novais,"Distrito Lima, 442, Guarani",São Paulo,SP,Brasil,55757862,-23.589183425253083,-46.78720701951482,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Guarani
Dr(a). Pedro Lucas da Paz,"Vila de Porto, 6, Ipiranga",São Paulo,SP,Brasil,54239-972,-23.59526300367103,-46.61241625347766,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Ipiranga
Dr(a). Laura Silva,"Distrito Silva, 77, Jardim São José",São Paulo,SP,Brasil,00723-837,-23.596639450551653,-46.73793783932902,Cardiologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Jardim São José
Dr(a). Sr. Nicolas Vargas,"Travessa Rodrigues, 386, Minas Brasil",São Paulo,SP,Brasil,96261-808,-23.523465198985356,-46.75457358812242,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Minas Brasil
Dr(a). Yuri da Rocha,"Praça Melina Pastor, 5, Novo Glória",São Paulo,SP,Brasil,48852-653,-23.586409849435793,-46.76371348064606,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Novo Glória
Dr(a). Maria Nunes,"Rua de Cirino, 66, São Tomaz",São Paulo,SP,Brasil,70150561,-23.54884958304317,-46.778172508413505,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",São Tomaz
Dr(a). Arthur Miguel Albuquerque,"Favela Manuela da Rocha, 1, Novo Santa Cecilia",São Paulo,SP,Brasil,16861662,-23.554225279492655,-46.6337810093971,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Novo Santa Cecilia
Dr(a). Sra. Nicole Abreu,"Vila de Teixeira, 84, Nossa Senhora Da Aparecida",São Paulo,SP,Brasil,16596-253,-23.559396229741093,-46.6506684432911,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Nossa Senhora Da Aparecida
Dr(a). Nina Souza,"Loteamento Borges, 3, Independência",São Paulo,SP,Brasil,86313-507,-23.567862019395736,-46.66808381377603,Pediatria,"[""Ouro"",""Diamante""]",Independência
Dr(a). Maria Vitória Dias,"Trevo Kaique Câmara, 754, Santa Maria",São Paulo,SP,Brasil,66876-275,-23.595267950107655,-46.674969634893145,Dermatologia,"[""Diamante""]",Santa Maria
Dr(a). Dom Almeida,"Alameda Vitor Hugo Araújo, 7, Maravilha",São Paulo,SP,Brasil,29832-162,-23.51952789337854,-46.73428788506334,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Maravilha
Dr(a). José Pedro Farias,"Residencial Esther da Rocha, 5, Vila Maloca",São Paulo,SP,Brasil,23462-202,-23.567073391510895,-46.78546267026224,Clínico Geral,"[""Ouro"",""Diamante""]",Vila Maloca
Dr(a). Davi Miguel Fonseca,"Parque das Neves, 70, Vila Suzana Primeira Seção",São Paulo,SP,Brasil,11457281,-23.523602687847323,-46.68965456059681,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Suzana Primeira Seção
Dr(a). Bella da Cunha,"Loteamento Melissa Câmara, 19, Bandeirantes",São Paulo,SP,Brasil,93666-298,-23.544117363184732,-46.73193419022169,Dermatologia,"[""Ouro"",""Diamante""]",Bandeirantes
Dr(a). Vicente Siqueira,"Passarela Isaque Cirino, 7, Itaipu",São Paulo,SP,Brasil,12376-604,-23.55066356336395,-46.72874092473472,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Itaipu
Dr(a). Heloisa da Cunha,"Conjunto Viana, 54, Piratininga",São Paulo,SP,Brasil,68721884,-23.52349555855629,-46.73533284531189,Ortopedia,"[""Diamante""]",Piratininga
Dr(a). Maria Júlia da Costa,"Lagoa de da Cruz, 7, Jardim Guanabara",São Paulo,SP,Brasil,86942-486,-23.536225468505663,-46.783904793669805,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Jardim Guanabara
Dr(a). Gael Henrique Abreu,"Jardim Cavalcanti, 94, São Pedro",São Paulo,SP,Brasil,04809-843,-23.560491136623043,-46.768813832647766,Ortopedia,"[""Diamante""]",São Pedro
Dr(a). Bárbara Gonçalves,"Vila de Pereira, 206, Lagoa",São Paulo,SP,Brasil,78199950,-23.556211912938124,-46.709635314431516,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Lagoa
Dr(a). Leonardo Moura,"Colônia de Rios, 9, Garças",São Paulo,SP,Brasil,33654039,-23.513317430882047,-46.74297299675598,Ortopedia,"[""Ouro"",""Diamante""]",Garças
Dr(a). Marcos Vinicius Borges,"Parque de Aparecida, 17, Cidade Jardim",São Paulo,SP,Brasil,13952-651,-23.557390327384777,-46.629902513915475,Ortopedia,"[""Diamante""]",Cidade Jardim
Dr(a). Fernanda Cunha,"Favela Maria Cecília Leão, 795, Novo Santa Cecilia",São Paulo,SP,Brasil,45185-098,-23.53991330346425,-46.640936677761886,Dermatologia,"[""Diamante""]",Novo Santa Cecilia
Dr(a). João Felipe Silveira,"Lagoa de Rezende, 87, Conjunto Paulo Vi",São Paulo,SP,Brasil,77177-002,-23.598811272139358,-46.71316064404028,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Conjunto Paulo Vi
Dr(a). Liz das Neves,"Praia Vinícius Cavalcante, 39, Solar Do Barreiro",São Paulo,SP,Brasil,21036-680,-23.521451477368434,-46.77859764010755,Pediatria,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Solar Do Barreiro
Dr(a). Dra. Maria Alice da Conceição,"Recanto Sofia Fernandes, 96, Itapoa",São Paulo,SP,Brasil,98898-627,-23.53079685634355,-46.73040730994794,Pediatria,"[""Prata"",""Ouro"",""Diamante""]",Itapoa
Dr(a). Carlos Eduardo Cirino,"Trecho de Sales, 81, Virgínia",São Paulo,SP,Brasil,93694267,-23.57173130280221,-46.66793889211921,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Virgínia
Dr(a). Eduarda Santos,"Passarela Maria Luísa Dias, 347, Jardim Alvorada",São Paulo,SP,Brasil,77108952,-23.595767035477433,-46.65359017053966,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Jardim Alvorada
Dr(a). Srta. Lívia Sousa,"Jardim de Câmara, 90, Concórdia",São Paulo,SP,Brasil,57526-620,-23.511844384797172,-46.6196506393093,Dermatologia,"[""Ouro"",""Diamante""]",Concórdia
Dr(a). Brenda Araújo,"Feira Emanuel Silva, 141, Minas Caixa",São Paulo,SP,Brasil,50987-872,-23.59959802659134,-46.6578269816962,Dermatologia,"[""Ouro"",""Diamante""]",Minas Caixa
Dr(a). Bernardo Leão,"Loteamento de Cavalcanti, 17, São Jorge 3ª Seção",São Paulo,SP,Brasil,26159305,-23.517288139164112,-46.62743266591591,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",São Jorge 3ª Seção
Dr(a). Erick da Conceição,"Parque Mendonça, 95, Dom Joaquim",São Paulo,SP,Brasil,18858508,-23.592880931075044,-46.78264677190354,Dermatologia,"[""Diamante""]",Dom Joaquim
Dr(a). Sra. Catarina Almeida,"Quadra de Alves, 797, Jardim Dos Comerciarios",São Paulo,SP,Brasil,45961-125,-23.541574414504797,-46.647883434306905,Pediatria,"[""Prata"",""Ouro"",""Diamante""]",Jardim Dos Comerciarios
Dr(a). Helena Lima,"Área Théo Martins, 74, Centro",São Paulo,SP,Brasil,61618-142,-23.598063805604806,-46.699485476492235,Dermatologia,"[""Diamante""]",Centro
Dr(a). Sra. Jade Souza,"Rodovia Gabriel Borges, 84, Pirineus",São Paulo,SP,Brasil,26342-184,-23.543719788916082,-46.75815620623838,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Pirineus
Dr(a). Vitor Hugo Nunes,"Favela Laís da Cruz, 25, Alta Tensão 1ª Seção",São Paulo,SP,Brasil,66132512,-23.539479693245273,-46.62653531506566,Pediatria,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Alta Tensão 1ª Seção
Dr(a). Letícia Porto,"Parque de Barros, 893, Vila Canto Do Sabiá",São Paulo,SP,Brasil,75874747,-23.5554439156918,-46.67743403782058,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Canto Do Sabiá
Dr(a). Oliver Garcia,"Campo Sampaio, 52, Vila Piratininga",São Paulo,SP,Brasil,01749469,-23.511402119816346,-46.65183319620352,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Piratininga
Dr(a). Alexia Brito,"Residencial Rezende, 38, Conjunto Celso Machado",São Paulo,SP,Brasil,53364659,-23.544627201778518,-46.67320996626775,Cardiologia,"[""Diamante""]",Conjunto Celso Machado
Dr(a). Joana Siqueira,"Praça Nina Cardoso, 9, Antonio Ribeiro De Abreu 1ª Seção",São Paulo,SP,Brasil,07725-345,-23.594862086609105,-46.71758037918598,Pediatria,"[""Ouro"",""Diamante""]",Antonio Ribeiro De Abreu 1ª Seção
Dr(a). Murilo Cardoso,"Rua Pedro Lucas Nunes, 7, Santa Rosa",São Paulo,SP,Brasil,54478-795,-23.508949828484713,-46.616882243134434,Pediatria,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Santa Rosa
Dr(a). Felipe Guerra,"Condomínio de Rodrigues, 7, Corumbiara",São Paulo,SP,Brasil,10043-398,-23.53862998637503,-46.65348755441975,Pediatria,"[""Diamante""]",Corumbiara
Dr(a). Giovanna Macedo,"Residencial Nicolas Machado, 464, Capitão Eduardo",São Paulo,SP,Brasil,21785695,-23.56023383242087,-46.63785102402324,Pediatria,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Capitão Eduardo
Dr(a). Miguel Machado,"Feira Cirino, 19, Manacas",São Paulo,SP,Brasil,57745-060,-23.501398845367998,-46.65050002437863,Pediatria,"[""Ouro"",""Diamante""]",Manacas
Dr(a). Rodrigo Melo,"Estação Melina Câmara, 31, Serra",São Paulo,SP,Brasil,85388266,-23.53784779212982,-46.78428032256583,Clínico Geral,"[""Ouro"",""Diamante""]",Serra
Dr(a). Sophia da Rocha,"Recanto de Moreira, 651, Vila São Gabriel",São Paulo,SP,Brasil,64223293,-23.5474941856853,-46.70365790105043,Clínico Geral,"[""Diamante""]",Vila São Gabriel
Dr(a). Yan Cavalcanti,"Parque de Nascimento, 88, São Francisco Das Chagas",São Paulo,SP,Brasil,98801-476,-23.500983770503613,-46.69246595595816,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",São Francisco Das Chagas
Dr(a). Davi Miguel Azevedo,"Lago de Cavalcanti, 44, Itaipu",São Paulo,SP,Brasil,32205-544,-23.50237969882603,-46.74354392672915,Pediatria,"[""Diamante""]",Itaipu
Dr(a). Marina Cavalcanti,"Lago de Pinto, 85, Camponesa 2ª Seção",São Paulo,SP,Brasil,05100323,-23.545385127822264,-46.60969507257526,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Camponesa 2ª Seção
Dr(a). Sr. Vinícius da Cruz,"Colônia Cavalcanti, 93, Marilandia",São Paulo,SP,Brasil,14982-608,-23.5608280235928,-46.70792987501959,Cardiologia,"[""Diamante""]",Marilandia
Dr(a). Dra. Lorena da Costa,"Esplanada Almeida, 49, Grajaú",São Paulo,SP,Brasil,27025565,-23.555715049164498,-46.75474972757732,Clínico Geral,"[""Diamante""]",Grajaú
Dr(a). Carolina Pacheco,"Trevo Leão, 55, Sport Club",São Paulo,SP,Brasil,55808-983,-23.560416160538,-46.76770068599125,Cardiologia,"[""Diamante""]",Sport Club
Dr(a). Asafe Pimenta,"Esplanada Albuquerque, 574, Santo Antônio",São Paulo,SP,Brasil,62260096,-23.55606865767755,-46.70823589757998,Dermatologia,"[""Ouro"",""Diamante""]",Santo Antônio
Dr(a). Fernando Brito,"Jardim Olívia Guerra, 89, Inconfidência",São Paulo,SP,Brasil,73066-706,-23.557378365891857,-46.68813067324847,Dermatologia,"[""Ouro"",""Diamante""]",Inconfidência
Dr(a). Carlos Eduardo Melo,"Estrada de Silva, 16, Conjunto Capitão Eduardo",São Paulo,SP,Brasil,66073211,-23.51751175481052,-46.62895773593315,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Conjunto Capitão Eduardo
Dr(a). Dr. Caleb das Neves,"Quadra de Fonseca, 19, Vila Trinta E Um De Março",São Paulo,SP,Brasil,51018242,-23.548370717952697,-46.717752004415736,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Vila Trinta E Um De Março
Dr(a). Raquel Azevedo,"Núcleo de Pimenta, 72, Jardim Leblon",São Paulo,SP,Brasil,33359-514,-23.58138400899574,-46.689133218849356,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Jardim Leblon
Dr(a). Liz Mendes,"Distrito de da Rocha, 97, Goiania",São Paulo,SP,Brasil,11163-482,-23.59845181390083,-46.605915105133,Clínico Geral,"[""Diamante""]",Goiania
Dr(a). Luan da Conceição,"Largo Ana Luiza Farias, 4, Vila Dos Anjos",São Paulo,SP,Brasil,76379-760,-23.51888434106684,-46.75257858889133,Ortopedia,"[""Diamante""]",Vila Dos Anjos
Dr(a). Daniela Casa Grande,"Estação de Silva, 89, Serra Verde",São Paulo,SP,Brasil,58941304,-23.57467744722769,-46.69062740188442,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Serra Verde
Dr(a). Carolina da Costa,"Pátio Lavínia Moraes, 38, Camponesa 1ª Seção",São Paulo,SP,Brasil,99423540,-23.557089840138367,-46.69625235423947,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Camponesa 1ª Seção
Dr(a). Pietra Lopes,"Favela Bernardo Costa, 93, Vila Jardim Alvorada",São Paulo,SP,Brasil,78001803,-23.525945951071957,-46.60803529304092,Ortopedia,"[""Ouro"",""Diamante""]",Vila Jardim Alvorada
Dr(a). Ana Liz Castro,"Esplanada Fogaça, 66, Jardim São José",São Paulo,SP,Brasil,90520195,-23.53390725656282,-46.620828321194736,Pediatria,"[""Ouro"",""Diamante""]",Jardim São José
Dr(a). Dra. Maria Julia Cirino,"Setor de Câmara, 8, Solar Do Barreiro",São Paulo,SP,Brasil,82885300,-23.511018929174952,-46.798950407615706,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Solar Do Barreiro
Dr(a). Vicente Viana,"Alameda de da Mata, 29, Jardim Montanhês",São Paulo,SP,Brasil,77006-856,-23.547063366654594,-46.670354299442984,Clínico Geral,"[""Diamante""]",Jardim Montanhês
Dr(a). Davi Miguel Albuquerque,"Ladeira Barros, 37, Carmo",São Paulo,SP,Brasil,13837281,-23.552714345889164,-46.75144634261908,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Carmo
Dr(a). Pedro Lucas Albuquerque,"Recanto de da Rocha, 16, Esperança",São Paulo,SP,Brasil,72092344,-23.57413060476341,-46.74365857189013,Ortopedia,"[""Diamante""]",Esperança
Dr(a). Helena da Luz,"Aeroporto Liam Caldeira, 48, Vila Ipiranga",São Paulo,SP,Brasil,79542160,-23.532730075886647,-46.651402562348565,Dermatologia,"[""Ouro"",""Diamante""]",Vila Ipiranga
Dr(a). Dr. José Costela,"Viela Abreu, 35, João Alfredo",São Paulo,SP,Brasil,30061-997,-23.50047036842853,-46.655350520628296,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",João Alfredo
Dr(a). Bruno Dias,"Aeroporto Machado, 64, Apolonia",São Paulo,SP,Brasil,97553-003,-23.578371030242444,-46.673702955193335,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Apolonia
Dr(a). Dra. Maria Luiza da Luz,"Vereda Paulo Borges, 84, Oeste",São Paulo,SP,Brasil,53875-522,-23.5876794875554,-46.72229160024906,Dermatologia,"[""Diamante""]",Oeste
Dr(a). Melina Freitas,"Favela Luana Marques, 126, Senhor Dos Passos",São Paulo,SP,Brasil,95365655,-23.54297334344447,-46.623700223180194,Clínico Geral,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Senhor Dos Passos
Dr(a). Carlos Eduardo Viana,"Colônia das Neves, 7, Dona Clara",São Paulo,SP,Brasil,00069-868,-23.573246756709423,-46.660894190178524,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Dona Clara
Dr(a). Sr. Bruno Novais,"Setor de da Conceição, 5, Belvedere",São Paulo,SP,Brasil,33431907,-23.576074199388874,-46.633868410297474,Cardiologia,"[""Ouro"",""Diamante""]",Belvedere
Dr(a). Maya Rocha,"Campo João da Conceição, 527, Trevo",São Paulo,SP,Brasil,46466-651,-23.56708922696273,-46.66316200593246,Ortopedia,"[""Diamante""]",Trevo
Dr(a). Maria Isis Sá,"Passarela Pires, 784, Vila Trinta E Um De Março",São Paulo,SP,Brasil,44196975,-23.529600114797276,-46.76895329755647,Clínico Geral,"[""Ouro"",""Diamante""]",Vila Trinta E Um De Março
Dr(a). Nina Aparecida,"Parque Jesus, 2, Vila Independencia 3ª Seção",São Paulo,SP,Brasil,86931-714,-23.540713984028272,-46.769476080079855,Ortopedia,"[""Ouro"",""Diamante""]",Vila Independencia 3ª Seção
Dr(a). Anthony Gabriel Câmara,"Morro de Peixoto, 70, Santa Helena",São Paulo,SP,Brasil,22545-949,-23.51560290633501,-46.73744415355301,Cardiologia,"[""Ouro"",""Diamante""]",Santa Helena
Dr(a). Gael Henrique Peixoto,"Esplanada Pereira, 66, Novo Ouro Preto",São Paulo,SP,Brasil,39623101,-23.583239094638813,-46.772698310832524,Dermatologia,"[""Ouro"",""Diamante""]",Novo Ouro Preto
Dr(a). Ryan da Cunha,"Viaduto da Conceição, 7, Céu Azul",São Paulo,SP,Brasil,12740926,-23.557727298993555,-46.6170518778706,Pediatria,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Céu Azul
Dr(a). André Sá,"Setor Ribeiro, 1, Vista Alegre",São Paulo,SP,Brasil,19449973,-23.518613291699374,-46.76193011995722,Ortopedia,"[""Ouro"",""Diamante""]",Vista Alegre
Dr(a). Raul Garcia,"Favela Lucas Sales, 71, Lajedo",São Paulo,SP,Brasil,91614283,-23.559132208782206,-46.660941486264726,Clínico Geral,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Lajedo
Dr(a). Srta. Isabel Casa Grande,"Rua Bernardo Sá, 48, Suzana",São Paulo,SP,Brasil,33917-939,-23.546727967453133,-46.79946607724655,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Suzana
Dr(a). Mariah Vargas,"Vale Fonseca, 94, Flavio De Oliveira",São Paulo,SP,Brasil,81969615,-23.52498049239028,-46.697150807809756,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Flavio De Oliveira
Dr(a). Srta. Melissa Moura,"Travessa Rocha, 1, Alta Tensão 2ª Seção",São Paulo,SP,Brasil,60221067,-23.56405625130359,-46.798215629081845,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Alta Tensão 2ª Seção
Dr(a). Raul Casa Grande,"Fazenda Fonseca, 625, Flamengo",São Paulo,SP,Brasil,85923-196,-23.583027361357505,-46.78668372558876,Dermatologia,"[""Diamante""]",Flamengo
Dr(a). Dr. Noah Alves,"Feira de Santos, 28, Oeste",São Paulo,SP,Brasil,95619-945,-23.539280345629876,-46.76059588030867,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Oeste
Dr(a). Bento Farias,"Conjunto Mendonça, 43, Boa União 1ª Seção",São Paulo,SP,Brasil,21049851,-23.540354921199842,-46.70256043692588,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Boa União 1ª Seção
Dr(a). Dr. Noah Castro,"Trevo Pietro Rezende, 458, Novo Ouro Preto",São Paulo,SP,Brasil,17773083,-23.57801024607328,-46.75439188353973,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Novo Ouro Preto
Dr(a). Manuela da Luz,"Recanto Lara da Cunha, 80, Heliopolis",São Paulo,SP,Brasil,53561-328,-23.57238327610021,-46.64322633981254,Pediatria,"[""Ouro"",""Diamante""]",Heliopolis
Dr(a). Elisa Ribeiro,"Avenida Moura, 896, Confisco",São Paulo,SP,Brasil,91670-202,-23.598698887093335,-46.608618986136406,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Confisco
Dr(a). Heloisa Aragão,"Praça Almeida, 175, Distrito Industrial Do Jatoba",São Paulo,SP,Brasil,87957403,-23.530400055714008,-46.7742483561161,Cardiologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Distrito Industrial Do Jatoba
Dr(a). Matheus Araújo,"Favela Liam Araújo, 3, João Pinheiro",São Paulo,SP,Brasil,54948-783,-23.566874803317443,-46.760699432209485,Clínico Geral,"[""Ouro"",""Diamante""]",João Pinheiro
Dr(a). Srta. Mariana da Luz,"Estrada Isabela Aragão, 5, Lourdes",São Paulo,SP,Brasil,64695-313,-23.586551202023035,-46.67731170897868,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Lourdes
Dr(a). Stephany Porto,"Campo de Moraes, 53, Heliopolis",São Paulo,SP,Brasil,20336-836,-23.563752324413823,-46.66537279819687,Ortopedia,"[""Diamante""]",Heliopolis
Dr(a). Anna Liz da Cunha,"Feira Pastor, 50, Camponesa 1ª Seção",São Paulo,SP,Brasil,06672996,-23.55269519409252,-46.620178332220945,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Camponesa 1ª Seção
Dr(a). Bruna Ferreira,"Quadra Vinicius Machado, 76, Mariano De Abreu",São Paulo,SP,Brasil,92211084,-23.539859214006665,-46.76732392427904,Ortopedia,"[""Diamante""]",Mariano De Abreu
Dr(a). Ana Sophia Albuquerque,"Vale Rocha, 5, Vila Do Pombal",São Paulo,SP,Brasil,04094042,-23.573776457342863,-46.69734575642647,Dermatologia,"[""Ouro"",""Diamante""]",Vila Do Pombal
Dr(a). Igor da Costa,"Viela de Sales, 878, Itatiaia",São Paulo,SP,Brasil,69404-372,-23.59827127638516,-46.633748942985726,Pediatria,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Itatiaia
Dr(a). Sr. Renan Vargas,"Parque Beatriz Rocha, 74, Lindéia",São Paulo,SP,Brasil,06871-450,-23.585871024059156,-46.61092077537505,Clínico Geral,"[""Ouro"",""Diamante""]",Lindéia
Dr(a). Olivia Cavalcanti,"Estação de Moraes, 592, Vila Jardim São José",São Paulo,SP,Brasil,48902-137,-23.590976025054772,-46.63490000430736,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Jardim São José
Dr(a). Cauã Silva,"Rua Beatriz Santos, 438, Granja Werneck",São Paulo,SP,Brasil,24896024,-23.58949001379709,-46.72434873546654,Pediatria,"[""Diamante""]",Granja Werneck
Dr(a). Alana da Cruz,"Rodovia Ana Sophia Melo, 64, Independência",São Paulo,SP,Brasil,07684-094,-23.521683832569877,-46.723581930466665,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",Independência
Dr(a). Srta. Jade Marques,"Trevo Barbosa, 53, Nova Granada",São Paulo,SP,Brasil,59888286,-23.506955175624476,-46.69904634452188,Clínico Geral,"[""Diamante""]",Nova Granada
Dr(a). Laura Sales,"Recanto José da Mota, 12, Conjunto Paulo Vi",São Paulo,SP,Brasil,97559885,-23.559046348053208,-46.663908956628354,Ortopedia,"[""Diamante""]",Conjunto Paulo Vi
Dr(a). Julia Alves,"Loteamento de Câmara, 254, Vista Do Sol",São Paulo,SP,Brasil,95529-919,-23.507003993798364,-46.70300667892979,Pediatria,"[""Diamante""]",Vista Do Sol
Dr(a). Ana Luiza Lima,"Feira Pimenta, 657, Tupi A",São Paulo,SP,Brasil,60793866,-23.5271769338671,-46.66336297883254,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Tupi A
Dr(a). Camila Montenegro,"Passarela Fonseca, 43, Lagoa",São Paulo,SP,Brasil,63957-097,-23.516127238072325,-46.67641632555439,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Lagoa
Dr(a). Rafael Fogaça,"Viaduto da Cunha, 42, Conjunto Floramar",São Paulo,SP,Brasil,10786-954,-23.596756047642394,-46.770382109384585,Cardiologia,"[""Diamante""]",Conjunto Floramar
Dr(a). Maya da Cruz,"Estrada de Moraes, 21, Santa Maria",São Paulo,SP,Brasil,61865097,-23.58489562639175,-46.659250376626446,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Santa Maria
Dr(a). Heloisa da Luz,"Jardim Maria Laura Brito, 3, São Vicente",São Paulo,SP,Brasil,18804-918,-23.51850330217801,-46.60066221040281,Cardiologia,"[""Diamante""]",São Vicente
Dr(a). Apollo da Costa,"Chácara Marques, 9, Santa Branca",São Paulo,SP,Brasil,08833-578,-23.581495515286978,-46.75267626164487,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Santa Branca
Dr(a). Luiza Fernandes,"Largo Câmara, 37, Novo Santa Cecilia",São Paulo,SP,Brasil,00466683,-23.53884439974602,-46.69528204384179,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Novo Santa Cecilia
Dr(a). Arthur Campos,"Largo Borges, 1, Caetano Furquim",São Paulo,SP,Brasil,03275-736,-23.55376789634267,-46.67628235967705,Pediatria,"[""Prata"",""Ouro"",""Diamante""]",Caetano Furquim
